,Name_flipkart,Storage_flipkart,Price_flipkart,name_storage,Name_amazon,Storage_amazon,Price_amazon
0,Samsung Galaxy M20 ,32GB,12999,Samsung Galaxy M20 -32GB,Samsung Galaxy M20 ,32GB,10990
